ID,CSE-111,CSE-112,MAT-111,PHY-111,PHY-112,CEL-111,CSE-121,CSE-122,MAT-121,PHY-121,PHY-122,CEL-121,CSE-131,CSE-132,CSE-133,CSE-134,MAT-131,BDS-127,CSE-211,CSE-212,CSE-213,CSE-214,CSE-215,MAT-211,CSE-221,CSE-222,CSE-223,CSE-224,MAT-221,STA-221,CSE-231,CSE-233,CSE-234,CSE-235,CSE-236,IEC-231,CSE-311,CSE-312,CSE-313,CSE-314,CSE-315,BNA-311,CSE-321,CSE-322,CSE-323,CSE-324,CSE-325,CSE-327,CSE-331,CSE-332,CSE-333,CSE-334,CSE-335,CSE-336,CSE-337,CSE-338,CSE-411,CSE-412,CSE-413,CSE-415,CSE-416,CSE-417,CSE-483,CSE-489,CSE-491,CSE-499
152030101133,2,4,2,2.25,4,2,2,4,3.5,2,2,4,2,2.25,2,2.25,2,4,3.5,2,2,4,2,2.25,2.75,3.5,2,4,3.5,2,2,4,3,4,2,2,2,4,2,2.25,2,2,2,4,3.5,2,2,4,2,2.25,2,2.25,2,4,3.5,2,2,4,2,2.25,4,3.5,2,4,3.5,2
152030101134,4,2,2,2,4,2,2.25,2,2,2,4,3.5,2,2,4,2,2.25,2,2.25,2,4,3.5,2,2,4,2,2.25,4,3.5,2,4,3.5,2,2,4,2,2.25,4,2,2,4,3.5,2,2,4,2,2.25,2,2.25,2,4,3.5,2,2,4,2,2.25,2.75,3.5,2,4,3.5,2,2,4,3
152030101135,4,3.75,4,3.5,4,3.5,3.5,2.75,4,3.25,4,3.25,4,2.5,3.5,3.25,4,3.25,3.25,3.25,2.5,3.75,4,4,4,3.5,4,3.5,3.75,4,3.75,3.75,2.25,3,3.75,3.5,2.5,3.25,3.5,2.5,2.5,3.75,3,3.5,4,3,3.5,3.5,4,3.75,4,4,4,4,4,3.25,2.25,3.5,3.5,3,3,3.75,3.25,4,3,2.5
152030101136,4,3.75,3.5,4,3.5,2.75,4,3.5,3,3.5,4,3.25,3.5,3.25,4,3.75,3.5,2.25,2.75,3.25,3.75,4,4,4,3.75,3.5,4,3.25,3.75,4,4,4,4,2.5,3.75,2.25,2.25,3.25,3.5,4,2,2.25,3,3.5,3.5,4,3.5,3.25,3,3.25,3.5,2.75,3.5,3.5,3.5,3.25,2,3.5,3.25,2.5,2.5,2.75,2.75,4,3.75,2
152030101137,3.25,4,3.5,3.5,3.75,3.25,3.5,3.5,3.75,3.75,3.25,2,3.25,2.25,3,3.25,3.5,2,3.75,2.75,2.5,3.5,3,3.75,3.5,3.5,3.5,3.5,3.5,3.75,3.5,3.25,3.75,3,4,3.5,2.25,3.25,3.5,3.5,2,2.5,3.25,3.25,2.75,3.5,3.75,3.25,3,2.75,2.75,3.25,2.75,4,4,2.75,2,3.25,2,2.5,2.75,2.25,2,3.25,2.25,3.5
152030101138,3.5,3.75,3.25,3,3.25,2.75,3.25,3,3.75,3.25,3.75,2,3.5,3,3.25,4,3.25,2.25,2,2.75,2.5,3.5,3.25,3.25,3.5,2.5,2.75,3,3.5,3.5,3,3.25,3.5,2.5,2.5,2.75,2.75,3.25,3.75,2,2,2.75,2.5,3.5,2.25,3.5,3,3.5,3.25,3,3.25,2,2.75,3,3,2.75,2.25,3.5,2.75,3.25,2.75,2.75,2.5,4,2.25,3.25
152030101139,3.75,4,4,3.75,3.75,3.75,4,4,3.75,3.75,3.75,3.25,4,2.5,3,3.25,4,2.75,2.75,2.75,3.25,3.75,3.75,3.5,3.75,3,3,3.25,3.75,4,3.75,4,3.75,3.5,3.75,3.25,2.75,3.5,4,2.5,4,3.75,3.25,3.5,3.5,3.25,3.75,3,3.25,3.5,3.75,3.5,2.75,4,4,4,2.5,3.5,3.5,4,3.25,3.5,3,3.75,3.75,4
152030101140,2.75,3.5,3.25,3,3,2.75,3.25,2.75,3,3.25,3,2,3.75,2.5,2.5,3.5,2.25,3,2,2,2,2.5,2.75,2.5,3.5,2.5,2.5,2.5,3,3.5,2.5,3.25,3.25,3,3.75,3,2.75,3.5,3,2,3.75,2.75,2.25,3.25,2,3.75,3,2,3.5,2.25,3.25,3.25,3.5,2,2,2.25,2,3.25,2.75,2.5,2.25,2.5,2,3.5,2.75,2.75
152030101141,4,4,3.75,3.5,4,2.5,4,2.75,3.25,3.5,4,3.25,4,3,4,3.75,4,4,4,3.5,4,4,3.5,4,3.5,3.75,4,3.75,4,4,4,3.5,4,3.75,4,4,3.75,4,4,2.75,3.5,4,3,3,3.75,3.5,3.5,4,4,4,4,4,4,3.75,3.75,4,3,3,4,2.5,4,4,3.75,4,4,3
152030101142,3.5,3.75,4,3.5,3.5,3,3.25,3.25,3,3.5,3,2.25,3.5,2.75,4,3.25,3.5,2.25,2.75,2.5,2.75,3.25,3.25,3.5,3.5,2,2.5,3.25,3.25,3.5,3.5,3.5,3.25,2.5,3.75,2.5,3.25,3.5,3.5,3,3.25,3.25,3,3.25,3,2.75,3,2,3,2.75,3.25,3,2,3,3,2.75,2.75,3.25,3.5,3.25,2.25,3,3,3.25,2.5,3.25
152030101143,3.75,4,3.75,3.5,4,3.5,4,4,4,3.5,3.5,3.5,4,3.25,3.5,3.25,3.75,2.5,3.25,4,3.5,3.5,4,4,3.75,3.5,4,4,4,4,4,3.5,4,3.25,3.75,3.25,4,4,3.75,2.25,2.75,4,3.5,3.5,3.75,3,4,3.75,3.75,3.75,3.5,4,4,4,4,3.75,3,3.5,3.75,3.25,3.25,3.75,4,4,4,3
152030101144,4,4,3.75,3.75,4,3.5,4,4,4,4,3.75,2.75,4,2.5,3.5,2.75,4,3.75,3.5,3.75,3.25,4,3.75,4,3.75,3.25,3.75,3.75,4,4,4,3.5,4,2.5,3.75,3.25,3,3.5,4,2,2.25,3,2.5,3.5,3.5,3.75,4,3.75,3.75,2.75,3.75,4,2.75,3.5,3.5,3.75,2.5,3.5,3.75,4,3.25,3,3.5,3.5,3.25,3
152030101145,3,3.75,3.5,3.75,3.5,2.5,3.5,2.75,2,3.5,3.75,2.25,3.25,3,3.75,3.5,3.25,2.75,2,2.75,2.75,3.5,3.75,3.75,3.5,3,3.5,3.75,4,4,4,4,4,3.5,4,3.5,3.25,3.5,3.5,4,4,3.5,3.25,3,2.5,2.5,3.25,3,3,3.25,3.25,3.25,2.75,3.5,3.5,2.75,3,3,2,3,2.5,3.25,2,4,3,3.25
152030101146,3.25,3.75,3.5,3.25,3.25,2,3,2.75,3,3,3.5,2,3,2.25,3.25,4,3.25,3.25,3.25,3.25,2,3.25,2.75,2.5,3.25,2.75,3,2.75,3.25,3.5,2.5,2.75,2.75,4,3.25,2.75,3.25,3,3.5,3.25,2,2,3.25,3.25,3.25,3.25,3.5,2,3.25,2,3.25,3.25,3.25,2,2,3,3.25,3.5,3.25,2,2,3.25,2.25,3.25,2,3.25
152030101147,3.75,3.5,3.25,3.25,4,3,3.5,3.5,3.25,3.5,3,3.5,4,3,3.25,4,3.5,2.75,3.5,4,3.5,3.5,3.5,4,3.75,3.5,3.25,3.5,3.75,3.5,3.75,3,3.5,2.75,4,4,4,4,3.75,3.5,4,4,3.5,3.5,3.5,3.75,3.25,2.75,3,3,2.75,4,2.75,3.75,3.75,3.5,3,3.25,4,3.75,3.5,3.5,2.5,3.25,3.75,4
152030101148,4,3.5,3.5,3.5,4,3.75,3.5,3.5,3.5,3.5,3.25,3,4,3,3.25,2.75,3.5,3.25,2.75,3,3.75,3.5,4,4,3.5,4,4,4,4,3.75,3.75,3.5,3.75,4,3.5,3.75,3.5,4,3.5,2.5,2.75,4,3.5,3.5,4,4,3.75,3.75,3.5,3.5,3.5,4,3.5,3.75,3.75,3.5,2.25,4,3.75,3.75,3.25,3.5,3.25,3.5,3.5,3
152030101149,4,4,4,4,4,4,4,4,4,4,4,4,4,3.75,4,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.75,4,4,4,4,4,3.75,4,4,3.75,3.75,4,4,4,4,4,4,4,4,4,4,4,4,3,3.25,4,4,4,4,4,4,4,4
152030101150,4,3.5,3.75,3.5,4,4,3.5,3.5,3.5,4,3,4,4,3.25,4,3.5,4,4,4,4,4,4,4,4,4,3.25,4,4,3.75,4,4,4,4,4,4,3.25,3.5,3.75,3.75,3.5,3.25,4,3.5,4,4,4,3.75,3.75,4,3.75,4,4,3.5,4,4,3.5,3.25,3.75,4,4,3.75,3.5,3.75,4,4,3.75
142030101000,3,3.5,3.25,3.25,3.75,3,3.5,3.5,2.75,3.5,2.75,3.5,4,3,3,3.75,3.75,3,3.75,3,3.5,3,2.5,3.25,2.25,2.75,3.5,3.5,4,3.25,3.75,3.25,3.75,2.25,4,4,4,4,4,2.75,3.5,4,4,3.5,3.5,3,3.25,3,2.5,3.5,2.75,4,3.25,3,3,4,2.25,3,4,4,3.75,3.75,2.5,3.75,4,2
142030101001,3.75,4,4,3.5,4,2.25,3.75,3.5,2.75,3.25,3.75,2.25,3.5,3,3,3.5,3,2.75,2.75,3.25,3.25,3.75,3,4,3.75,3.5,4,3.5,3.75,3.75,4,3,3.5,2,3.25,2.5,2.75,3.25,4,2.25,2,3.75,3.25,3.5,2.75,3,3.25,4,3,3.5,3.75,3.75,2.75,3.75,3.75,3.25,2.25,3.25,4,3.25,3.75,3.5,3.25,3.25,2.5,3
142030101002,2.5,3.5,3.5,3.75,3.25,3.5,3,3.25,3.75,4,3.25,2,3.5,3,2.75,3.75,3.75,2,2.5,3,2.5,3.25,2.25,3,3.75,2.5,3,3,3,3.5,3.25,3,3.25,4,3.25,2,2.25,3,4,3.5,2.25,2.75,2.5,3.25,2.5,2.75,3,3,2,2.5,3.5,2.5,3.5,3,3,3.25,2,3.5,3,3.5,3.25,3.5,2,3.25,2.25,2
142030101003,3.75,4,4,4,4,4,4,4,4,4,4,4,4,3.5,4,2.75,4,4,4,4,3.75,3.75,4,4,4,4,4,4,4,4,4,4,4,2.75,4,3.25,3.5,3.75,4,3,3,4,3.5,4,3.5,3.5,4,4,3.75,3.5,3.75,4,4,4,4,4,3.25,3.25,3.75,4,4,4,3.5,4,4,3.75
142030101004,2.75,3.5,3.25,2.75,4,2.5,2.5,3.25,2.5,3.5,2.75,2.5,4,3,3,3.5,3.75,2.5,2.75,3.25,3.25,3.75,2.25,3.75,3.5,3.5,3.5,2.75,3.5,3.5,3.5,3,3.25,2.75,2.75,3.25,3.5,4,4,3.5,2.5,3.25,3.25,3.25,2.5,3,3.5,3.5,2.5,3.25,3.5,3.5,2,2.5,2.5,3,2.25,3.5,3.25,3.5,3.25,2.5,2.5,3.75,3,3
142030101005,3.75,3.75,4,3.5,4,3.25,3.5,4,3.75,4,3,2.75,3.5,2,3.75,3,3.75,2.75,3,2.75,3.25,3.75,4,4,4,3,3.25,3.5,3.5,3.75,3.5,3.75,4,3,4,2.75,2.5,3.25,3.5,2,2.5,2.75,3.25,3.75,2.5,3.5,3.75,2.75,2.75,3.5,3.75,4,2.75,3.5,3.5,2.75,4,3.25,3,3.75,2.25,2.75,2,3.75,2.75,3.75
142030101006,3.75,3.5,4,3.75,4,3.5,3.5,4,4,3.75,3.75,2.75,4,3.25,3,3.5,3.5,3.25,3.5,3.5,3.5,4,2.75,4,3.75,4,4,3.75,4,3.5,3.75,3.25,4,3.25,3.5,3.75,3.75,4,3.25,2.25,2,4,3.75,3,4,3.25,3.75,4,3,4,2.75,4,4,3.75,3.75,3.25,2.25,3.25,3.5,3.25,4,3.25,3.5,3.25,3.5,2.75
142030101007,4,3.5,4,3.25,3.5,3.75,3.5,2.75,2.75,3.5,3.5,3.5,4,3,3.5,3,3.75,3.5,3.25,3.5,3.5,4,3.75,4,3.75,4,4,3.75,3.5,3.5,3.75,4,3.75,2,3.75,3,3.5,4,3.5,2.25,3,4,3.25,3.25,3,3.75,3.25,3.75,3,4,3.5,4,3.5,3.25,3.25,3.75,2.5,2.25,4,3.25,3.5,3,3.25,2.75,4,3.5
142030101008,3.5,3.5,3.5,3.5,3.5,2.75,2.75,4,3.5,3.75,3.5,2,3.25,2.25,2.75,2.5,3.5,2.25,2,2,2.25,3,3,3.5,3.75,2.75,3,2.5,3.25,3.25,2.25,3,3.5,3.5,4,2.5,2.25,3,3.5,3.5,4,2,2.25,3.5,2.75,2.75,3.75,2.75,3.25,2,3,2,3.25,2.5,2.5,3.25,2,3,3.25,3.25,3.75,3,2,3.25,2.25,3.75
142030101009,4,4,3.5,3.75,4,3.5,4,4,4,3.5,3.75,3.75,4,3.25,3.25,3.75,3.5,3.75,3.75,3.75,3.5,3.25,3.5,4,3.75,3.5,3.75,4,4,3.5,4,3.25,4,2.25,3.75,4,4,4,4,2,2.25,3.75,3.75,3.25,3.5,3,3.75,3.75,3.25,4,3.5,4,4,4,4,3.75,2.75,3.25,4,4,3.75,3.5,3.5,3.5,4,3.5
142030101010,4,3.5,3.5,3.5,4,3.5,3.5,3.5,4,3.25,3.25,2.5,4,3,3,3.25,3.75,3.5,3.25,4,4,3.75,3,4,3.75,3.75,4,4,3.75,3.75,4,3.25,4,3,3.75,3,3.5,4,3.75,2.5,2,3.5,3.25,3.5,3.5,3.75,3,4,3,3.75,3,4,3.5,3.75,3.75,3,3,3,4,3.75,3.5,3.5,3.25,4,4,3
142030101011,3.25,2.75,4,2.75,3,4,2,2.75,2,3.75,3.75,2,3.5,2,4,3.25,3.25,2.75,2.25,2,3.25,3.25,4,3,2.75,3.25,2,3.25,3.25,3.25,3.25,3.25,3.25,2.75,3.75,2.5,2.25,3,3,2.75,3,2.5,3.25,3.25,2,2.75,3.25,2,2,3.5,2.5,3.25,3.25,2,2,3.25,2.5,2.5,2,3.25,2,2,2.75,4,2.5,3.75
142030101012,4,4,3.5,3.5,3.5,2.75,3.75,3.25,3.75,3.75,3.75,3.25,3.25,2.25,3.25,3.25,3.5,2.25,3,3,3,3.75,2.25,3.75,3.75,3,3,3.5,3.5,4,4,3.5,3.5,3.25,4,2,2.5,3.75,3,2,2.75,3,2.5,3.25,3.25,3.5,3.25,2.75,3.25,2.5,3.75,3,2,3.5,3.5,2.75,2.25,3.25,2.75,3.5,2.5,3,2.5,3.25,2.75,3.5
142030101013,2,3.75,3,2.5,2,2.5,3.5,2.5,2.25,3,4,3,2.5,2,3.25,2.25,3,2.5,2.5,2.75,2.75,3.25,3.5,3.25,2,2.5,2.5,2.75,3,3.25,2.25,2.25,2.5,3.25,3.5,2.5,2.5,3.25,3.25,2,3.25,2,2.25,2.25,3,3.5,4,3,3.75,3.25,4,2,2.25,3,2.75,3.5,2.25,3,2.5,3.75,3.5,2.5,2,2,2,2.75
142030101014,2,2,2.75,3.5,2,2.5,3.75,2.5,2,3.25,4,3,3.5,2.5,3.25,2,3.5,2,2,2.5,3,4,4,3.5,2.75,3.25,3.5,3,3.25,3.25,3.25,3.25,2.75,2.75,3.5,4,3.25,4,3.75,3.25,3.5,3,2.5,3,2,3.25,3.25,2.5,3.75,2.75,3.5,3,2.25,3.25,2.75,3.5,2.75,3.25,2.75,3.25,3,2.5,2.5,2.5,2.5,2.75
142030101015,4,4,3.25,2.75,3.25,4,3.5,3,2.25,3.5,3.25,3,3.5,2.25,2.75,3,3.75,3,2.5,2.5,3.25,4,4,4,2.75,3,3.5,4,3.25,4,4,4,2.75,2.75,4,4,2.5,3.75,3.75,2,3.5,3,3,3.25,3.25,3.5,4,3,4,3.75,4,3,3.25,3.75,4,3.75,2.5,2.25,3.75,3.75,3.75,3.25,3.25,3.75,3.5,3.25
142030101016,3.25,4,3.25,2.5,2.25,3.5,4,3,2.5,3.25,4,3.75,3,2,3,3,3.75,2.25,2.75,3.5,3.75,4,3.5,3.25,2,3,3,3.5,3,4,3.25,3.25,3,2.5,2.25,3.25,2.5,2.75,3.25,2.75,3.5,2.75,2.75,3,3.75,4,4,3.25,4,3.5,4,3.25,2.75,3,3.5,2.75,3.25,2.25,3,3.75,3.25,3.25,3.25,3.5,3.5,3.5
142030101017,4,4,4,3.5,3,4,4,3.75,2,4,4,3.25,2.5,2,3.25,3.25,3.75,2.25,3.25,3.75,3,4,3.75,3.75,3,4,4,4,3.75,3.75,4,4,4,3.25,3.75,3.5,3,3.5,4,2,3,2.5,2,2.5,3.25,3.75,4,3.25,4,3.75,3.75,3.5,3.75,3.75,4,3.5,2,2.25,2,3.25,2,3.75,2.75,2.5,2.25,2.75
142030101018,2.25,4,2.25,3,2,2.25,3.5,2.75,2.25,3,3.25,3.5,3.25,2.5,2.5,2.5,3.5,3.5,2.75,2.5,3,4,3.5,4,3.5,3,3,2.25,2.75,4,3.25,3.25,2.75,3.25,4,3,3.25,3,3.5,3.75,3.5,3,3.5,3.25,2.75,3.75,3.5,3,4,2,3.75,2,3.25,4,3.5,3.25,2.75,3.5,3,3.25,4,3.75,3.75,3.75,3.75,3.25
142030101019,2,2,2.5,2,2,2.25,2,2.25,2,2.75,3.5,2.75,3,2,2.5,2.5,3.5,2.25,2.5,2.25,2.75,4,2.75,3.75,2,2.25,2,2.25,2.25,3.75,2.25,2.25,2,2,3.5,2.75,2.5,3,3,2.25,3.5,2.5,2.5,3,2.25,3.75,2.25,2.5,3.75,2.25,3.75,2,2,3,3.5,2.5,2.25,3,2.5,3.5,2.75,2.5,2.25,3.25,2.75,3
142030101020,2.25,2,3,2.5,3,3,3,3.75,2,2.5,3.25,3.75,4,2,2,2.75,3.75,2,3.25,3,2.75,4,3.5,3.75,2.5,2,2.25,2.25,3,3.25,3,3,2,3.25,3.5,3.5,2.75,2.75,3.75,2.75,3.5,2.25,2.25,3.25,3,3.75,4,3,3.75,2.5,4,2.75,2.5,3.25,3.5,3.25,3.25,3.25,2.5,3.25,3.25,3,3.75,3.25,4,3
142030101021,2.25,2,3.25,2,4,3.75,3.75,3.25,4,3.25,3.25,2.5,3.75,3.5,3.25,3.25,2.75,3.5,3.25,2,2,3.25,2,3.25,2.75,2,3.25,3,2,3.25,2,2,2.25,2.5,3.75,2,2.5,3.25,4,2,3.25,3.25,2.25,2.25,3.75,3.5,4,3.5,3.5,2,4,3.25,2.25,2.75,2.75,3.25,2,2.75,2,3,2,2.5,2.25,3.5,2,2.75
142030101022,2,2,2.5,2,3.25,2,2,2,3.25,2.5,3.25,2.25,2,2,2,2,3,2,3.25,2,2,3.25,3,3.25,2,2,2,2.25,2.5,2.75,2.25,2.25,3.25,3.25,3.75,2,2,2.5,3,2,3,2.25,2.25,2.25,2,3.25,3.25,2,3.75,2,3.5,2,2,2.75,3,3,2.25,2.75,2,3.25,2,2.5,2.25,2.5,3.25,2.75
142030101023,2,2,2.5,2,2.25,2,2.75,2,2,2.5,3.25,3,2.5,2.75,3,2.25,3.5,2.25,2,2,2.25,4,2.75,3.25,2,2,2,2.5,2.5,4,2.25,2.25,2,2.25,4,2,2,2.5,3.25,2.75,4,2.5,2,2.25,2.25,4,2.75,2,4,2.25,4,2,2,3.25,3.25,3,2.25,2.75,2,3.75,2,3.25,3,3.75,2.5,3.75
142030101024,2,3.25,3.25,3.25,2.25,2,2.5,3.25,3.25,3.25,3.25,3.75,4,2.75,2.75,2.25,3.5,3.75,3.5,3,3.5,4,4,4,3.25,3.25,2,2.25,3,2.5,2.25,2.25,2.25,4,4,4,4,4,3.75,4,3.25,3.75,3.5,3.5,3.25,3.5,3.5,3,3.5,2.5,3.75,3.25,3.25,3.75,3.25,3.5,3.75,2.5,3.25,3.25,3.5,4,3.5,3.75,3.5,3
142030101025,2.25,3.5,3.25,2.5,2,2,2.5,2.75,2.5,3.25,4,3,3.5,2.5,2.75,2,3.25,3.5,3,2,3.75,4,3.5,3.75,2.5,3.25,2,2.25,3.5,2.25,2.5,2.5,2.25,2.25,2.75,2,2,3,3,2.75,3,2.25,3.5,3,3.25,3.5,3.5,3.75,3.75,3.25,4,2.25,2.75,3.75,3.5,2.75,2.5,3,2.5,3.5,3.25,3.25,3.25,2.5,3,3
142030101026,3.75,4,4,3.25,3.5,4,4,3.75,2.75,4,4,4,4,3,2.75,4,4,3.5,4,3.75,3.5,4,4,4,3.25,3.5,4,4,4,4,4,4,3,3.25,3.5,4,3.5,3.25,3,3.25,3.75,3,3,3.25,4,4,4,3.25,4,4,4,3.5,3.75,4,4,3.25,4,2.5,3.75,4,4,3.5,3.5,3.75,3.75,4
142030101027,3.5,3.5,4,3.25,3.5,3.5,3.5,3.5,2.25,3.5,3.5,4,2.75,4,3.5,3.5,3.5,3.5,3.25,3.5,4,3.5,3.5,4,3.5,4,3.25,3,3.5,4,3.5,3.5,4,4,3.5,3,2,3.5,2.75,3.5,3.5,2.75,2.75,2.75,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,4,4,3.5,4,2.75,3,2.75,2.5,3,3.5,3.5,2.5,3.5
142030101028,3.5,3.5,3.5,4,3.5,3.5,3.5,3.25,2.5,2.75,3.5,3.5,3.5,4,3.5,4,4,3.5,3.5,3.5,4,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,3.5,2.75,2.75,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,4,4,4,3.5,3,3.25,3,3.5,4,3.5,3.5,2.5,3.25
142030101029,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,3.25,3,3.25,3.25,4,4,3.5,4,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2,3.25,3.25,2.25,3.5,3.25,2.75,3.25,3,2.25,2.75,3.5,3.5,4,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3,3,3.5,2.5,4,2,4,4,2,4
142030101030,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,3.25,2.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,4,3.5,3.5,4,3.5,4,3.5,4,3.5,3,3.25,3.5,4,3.5,2.75,3,3.5,3.25,3,2.5,3.5,4,3.5,4,3.5,3,4,4,3.5,3.5,3.5,3.5,3,3.5,4,2.75,3.5,3,3.5,3.5,2,4
142030101031,3.5,3.5,4,3.5,4,3.5,3.5,3.5,3.25,4,4,4,3.5,3.25,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.75,3.25,3.5,3.5,3.5,3,3.5,3.5,3.5,3.5,3,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,4,3.5,4,4,4,3.5,4,3.5,2,3.5,3.5,3.5,3.5
142030101032,3.5,3.5,3.25,3.5,3.5,3.5,3.5,4,3.5,4,3.5,3.5,3.25,3,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.25,3.5,3.5,3.5,3.25,3.5,2,3.25,2.5,2.75,3.25,2.75,2.75,4,3.5,2.5,2.5,3.5,3.5,4,3.5,4,4,3.5,4,4,3.5,3.5,4,3.25,2.75,3.25,2.75,3.5,3.25,3.25,3.25,3.5,3.5
142030101033,2.5,3.25,2.75,2.25,2.5,3.5,4,2.25,2,2.25,3.5,2.5,2.75,4,3,2.75,4,3.5,3.25,2,3.5,3.5,4,3.25,2.5,3.25,2,3,3.5,2.5,3.5,3.5,2.75,3.5,3.25,3.5,2.5,3.25,3,2,2.75,3.5,3.25,2.75,2,3,4,3.25,3.5,2,3.25,2.75,3,2.75,2.5,4,2.5,3.5,2.75,3,3.25,3.25,4,2.75,2,2.75
142030101034,2,2.75,2,2.5,3.25,2.5,3.25,2.75,2,3,4,2,2.5,2.5,3.25,3.5,4,4,2.5,2.5,3.5,3.5,3.25,3.5,3,4,2,2.25,3.25,2,3.5,2,2,2.25,2,2.25,2,3,3,3.25,3,2.75,2.25,3,4,3.25,2.5,3,3.5,2,3.5,2.5,3.25,3,2,4,2,4,3,2.75,3.5,2,2.5,2.75,2.25,2.5
142030101035,3.5,3,2.75,2.25,2.5,2.75,2,3.25,2,2.5,3.25,3.25,2.75,2,3,4,3.5,3.25,2,2,2,4,3.25,3,2.5,3.5,3,2.75,3.5,4,2.25,2.5,3.25,2.75,3.5,3.5,3,3.5,2.25,2,4,3.25,3.25,3,2.75,3,3.5,3.25,3.5,2,4,2.25,4,2.25,2.75,3,3.25,2.75,4,3.5,2,2.75,3.25,3.25,2,3.5
142030101036,3.25,3.5,3.5,3.25,3.5,3.5,3.5,4,3.25,4,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,4,3,3.5,4,4,3.25,3.5,3.5,3.5,4,2.75,3.5,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3.25,4,3.5,4,3.5,4,3,3.5,3.5,3.25,3.5,3.5,4,2.75,3.5
142030101037,3.5,3.5,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.25,3.25,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,4,4,3.5,3.5,3.5,3.5,3.5,3.25,4,3.5,4,2.75,3.25,3.5,3.5,4,3.5,4,3.5,3.5,3.5,4,3.5,3.5,3.5,4,3.5,4,3.5,3.5,3.5,3,4,2.75,3.25,3.5,2.25,3.25
142030101038,3.25,3,3.25,2.25,3,3.5,3.5,2.25,2,2.75,4,2.75,2.5,2.5,4,3.5,3.5,3.5,3.5,2.75,4,3.5,3.5,3.5,2.75,3.25,2.25,3,3.5,3,3.5,4,2.25,2,3.25,2,2.25,3.5,3.25,3,3.25,3,2.25,2.75,3.5,4,3.5,3.25,3.5,2,3.25,2.5,3.25,3,3,3.5,3.25,3.25,2.75,3,3.5,2,3,2.75,2.25,3.25
142030101039,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,4,4,4,3.5,3.5,4,4,3.5,3.5,3.25,3.5,3.25,3.5,3.5,4,2.25,3,3.5,3,3.25,2.75,2,4,3.25,3.25,3.5,3.5,4,3.5,4,3.5,3.25,3.25,3.5,4,4,3.25,3.5,3,3.5,3.5,2.75,3.5,2.5,4,4,2.75,3.25
142030101040,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,4,3,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,4,3.5
142030101041,3.5,3.5,3,3.5,4,3.5,3.5,4,4,3.5,4,3.5,3.5,2.25,3,3.5,3.5,3.5,4,4,3.5,3.5,3.5,3.5,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,2.75,4,2.25,3.25,3.5,4,4,3.5,2.75,2.75,4,3,4,3.5,4,4,3.5,4,3.5,3.5,3.5,3.5,3.25,4,3.5,2.75,3.25,3.25,3.5,4,3.25,3.5
142030101042,3.5,3.5,3.25,3.25,3.5,3.5,3.5,2.5,3.5,4,3.5,2.75,2,2,3.25,3.5,3.5,2.5,2,2.75,3,3.5,3.5,3.25,3.5,3.5,3.25,3.25,3.5,3.5,3.5,3.25,3.5,3,3.5,3.25,4,3.5,3.25,2.5,2.75,4,2.75,3,2.5,3.25,3.25,3,3.5,2,3,2.75,3.25,2.75,3,3.5,2.25,3.25,2.75,3,2.5,3,2.25,2.75,2.25,2.75
